Rank,Word,CEFR,PartOfSpeech,IPA_UK,Chinese,Collocation,Example_EN,Example_CN,Synonym,Antonym,MemoryTip
2190,tune,B1,noun; verb,/tjuːn/,曲调；调音,catchy tune;in tune;tune a piano,The children learned a catchy new tune.,孩子们学会了一支朗朗上口的新曲子。,melody;adjust,,tune：曲子或调准。
2191,grass,B1,noun,/ɡrɑːs/,草,cut the grass;green grass;lie on the grass,Please do not walk on the fresh green grass.,请勿踩踏新绿的草地。,lawn;turf,,grass：草地植物。
2192,invitation,B1,noun,/ˌɪnvɪˈteɪʃn/,邀请,wedding invitation;send an invitation;accept an invitation,She sent an invitation to all her classmates.,她给所有同学发了邀请。,invite;request,refusal,invite → invitation：邀请函。
2193,transition,B1,noun,/trænˈzɪʃn/,过渡,smooth transition;transition period;transition to,The school plans a smooth transition to online classes.,学校计划平稳过渡到线上课。,changeover;shift,,trans + ition：从这边走到那边。
2194,frighten,B1,verb,/ˈfraɪtn/,使惊吓,frighten away;frighten children;easily frightened,Loud fireworks may frighten pets at night.,夜里响亮的烟火可能吓到宠物。,scare;alarm,reassure,fright → frighten：使害怕。
2195,bid,B1,noun; verb,/bɪd/,出价；投标,make a bid;bid for;highest bid,Several companies made a bid for the contract.,几家公司为该合同投标。,offer;tender,,bid：报出价格。
2196,breed,B1,verb; noun,/briːd/,繁殖；品种,breed animals;dog breed;rare breed,Farmers breed cattle for milk and meat.,农民饲养牛以产奶和产肉。,raise;type,,breed：育种或品种。
2197,extraordinary,B1,adj.,/ɪkˈstrɔːdnri/,非凡的,extraordinary talent;extraordinary event;truly extraordinary,She showed extraordinary courage during the rescue.,她在救援中表现出非凡勇气。,remarkable;amazing,ordinary,extra + ordinary：超出平常。
2198,brilliant,B1,adj.,/ˈbrɪliənt/,聪颖的；出色的,brilliant idea;brilliant student;brilliant sunshine,That was a brilliant idea for the science fair.,那是科博会上的绝妙主意。,excellent;bright,dull;stupid,brilliant：像宝石般闪耀。
2199,adviser,B1,noun,/ədˈvaɪzə(r)/,顾问,financial adviser;career adviser;legal adviser,Talk to a career adviser before choosing a major.,选专业前先咨询职业顾问。,counsellor;consultant,,advise → adviser：给建议的人。
2200,stem,B1,noun; verb,/stem/,茎；源于,stem from;plant stem;stem the flow,Many problems stem from poor communication.,许多问题源于沟通不良。,originate;stalk,,stem：茎干，或起源于。
2201,reverse,B1,verb; noun; adj.,/rɪˈvɜːs/,颠倒；倒车；相反的,reverse a decision;in reverse;reverse gear,The council may reverse its earlier decision.,议会可能撤销早先的决定。,overturn;opposite,forward,re + verse：翻转到反面。
2202,mode,B1,noun,/məʊd/,模式；方式,mode of transport;safe mode;in work mode,Cycling is a healthy mode of transport.,骑自行车是一种健康的出行方式。,method;manner,,mode：运作方式。
2203,mirror,B1,noun; verb,/ˈmɪrə(r)/,镜子；反映,look in the mirror;rear-view mirror;mirror image,She checked her hair in the bathroom mirror.,她在浴室镜子前检查发型。,reflect;glass,,mirror：照出影像。
2204,awful,B1,adj.,/ˈɔːfl/,糟糕的,awful weather;feel awful;awful smell,The food tasted awful after it burned.,食物烧焦后味道糟透了。,terrible;dreadful,wonderful,awe → awful：令人畏惧→很糟。
2205,pose,B1,verb; noun,/pəʊz/,造成；姿势,pose a threat;pose a question;strike a pose,Heavy traffic can pose a threat to cyclists.,拥堵交通可能对骑行者构成威胁。,present;posture,,pose：摆出姿态，或提出。
2206,adjust,B1,verb,/əˈdʒʌst/,调整；适应,adjust to;adjust the volume;adjust settings,It took time to adjust to the new timetable.,适应新时刻表花了一些时间。,adapt;modify,,ad + just：调到合适。
2207,creative,B1,adj.,/kriˈeɪtɪv/,有创造力的,creative idea;creative writing;creative solution,She found a creative solution to the storage problem.,她找到了存储问题的创意解决办法。,imaginative;inventive,unimaginative,create → creative：能创造的。
2208,nowadays,B1,adv.,/ˈnaʊədeɪz/,如今,nowadays people;more common nowadays;hardly nowadays,Nowadays many people work from home some days.,如今许多人有些日子在家办公。,today;these days,in the past,now + a + days：当今这些日子。
2209,poem,B1,noun,/ˈpəʊɪm/,诗,write a poem;love poem;read a poem,He wrote a short poem for his mother's birthday.,他为母亲生日写了一首短诗。,verse;rhyme,,poem：诗歌作品。
2210,agricultural,B1,adj.,/ˌæɡrɪˈkʌltʃərəl/,农业的,agricultural land;agricultural product;agricultural industry,Most agricultural land here is used for wheat.,这里多数农业用地种小麦。,farming;rural,industrial,agriculture → agricultural：农耕的。
2211,competitor,B1,noun,/kəmˈpetɪtə(r)/,竞争者,main competitor;strong competitor;beat a competitor,Our main competitor launched a cheaper product.,主要竞争对手推出了更便宜的产品。,rival;opponent,partner,compete → competitor：竞争的一方。
2212,alcohol,B1,noun,/ˈælkəhɒl/,酒精；酒,drink alcohol;alcohol content;no alcohol,Drivers must not drink alcohol before driving.,司机开车前不得饮酒。,liquor;spirit,,alcohol：含乙醇的饮料。
2213,festival,B1,noun,/ˈfestɪvl/,节日；艺术节,music festival;film festival;annual festival,The city hosts a famous music festival each summer.,这座城市每年夏天举办著名音乐节。,celebration;fair,,fest → festival：欢庆活动。
2214,vegetable,B1,noun,/ˈvedʒtəbl/,蔬菜,fresh vegetables;vegetable soup;eat vegetables,Children should eat more fresh vegetables every day.,孩子每天应多吃新鲜蔬菜。,greens;produce,,vegetable：植物可食用部分。
2215,van,B1,noun,/væn/,厢式货车,delivery van;park the van;white van,The delivery van blocked the narrow street.,送货车堵住了窄街。,truck;wagon,,van：封闭式轻型货车。
2216,confident,B1,adj.,/ˈkɒnfɪdənt/,自信的,feel confident;confident about;confident smile,She felt confident before the presentation.,演讲前她感到自信。,self-assured;sure,insecure;doubtful,confidence → confident：有信心。
2217,planet,B1,noun,/ˈplænɪt/,行星,planet Earth;distant planet;explore a planet,Astronomers discovered a distant planet last year.,天文学家去年发现了一颗遥远行星。,world;globe,,planet：绕恒星运行的天体。
2218,curve,B1,noun; verb,/kɜːv/,曲线；弯曲,sharp curve;learning curve;curve around,Drive slowly around the sharp curve ahead.,前面急弯，请慢速驾驶。,bend;arc,straight line,curve：弯曲的线。
2219,knee,B1,noun,/niː/,膝盖,hurt your knee;knee injury;on your knees,He hurt his knee while playing football.,他踢球时伤了膝盖。,joint,,knee：腿部弯曲处（k 不发音）。
2220,overcome,B1,verb,/ˌəʊvəˈkʌm/,克服,overcome difficulties;overcome fear;hard to overcome,She worked hard to overcome her fear of speaking.,她努力克服了害怕发言的恐惧。,conquer;surmount,succumb,over + come：从上方跨过。
2221,web,B1,noun,/web/,网；互联网,spider web;the Web;web page,She searched the Web for cheap train tickets.,她在网上搜索便宜火车票。,network;internet,,web：蜘蛛网，也指万维网。
2222,depth,B1,noun,/depθ/,深度,in depth;depth of;at a depth of,The lake reaches a depth of twenty metres.,该湖深达二十米。,deepness;intensity,shallowness,deep → depth：有多深。
2223,entrance,B1,noun,/ˈentrəns/,入口,main entrance;entrance fee;entrance to,Please wait at the main entrance of the museum.,请在博物馆正门等候。,entry;doorway,exit,enter → entrance：进入处。
2224,log,B1,noun; verb,/lɒɡ/,原木；日志；登录,keep a log;log in;wooden log,Please keep a log of all customer complaints.,请记录所有客户投诉。,record;timber,,log：圆木，或书面记录。
2225,giant,B1,adj.; noun,/ˈdʒaɪənt/,巨大的；巨人,giant company;giant step;sleeping giant,The city built a giant new sports stadium.,这座城市建了一座巨大的新体育场。,huge;colossal,tiny,giant：体量巨大。
2226,god,B1,noun,/ɡɒd/,神；上帝,believe in God;Greek god;thank God,"In many myths, a god rules the sea.",许多神话里有一位掌管海洋的神。,deity;divinity,,god：受人敬拜的神。
2227,portion,B1,noun,/ˈpɔːʃn/,一份；部分,large portion;portion of;fair portion,Please give each child an equal portion of cake.,请给每个孩子同等份量的蛋糕。,share;serving,whole,portion：分到的一部分。
2228,substance,B1,noun,/ˈsʌbstəns/,物质；实质,chemical substance;harmful substance;in substance,Do not mix unknown chemical substances at home.,不要在家混合不明化学物质。,material;matter,,substance：构成实物的东西。
2229,extensive,B1,adj.,/ɪkˈstensɪv/,广泛的,extensive research;extensive damage;extensive knowledge,The storm caused extensive damage to coastal towns.,风暴给沿海城镇造成大范围破坏。,wide;comprehensive,limited,extend → extensive：范围广。
2230,interpret,B1,verb,/ɪnˈtɜːprɪt/,解释；口译,interpret data;interpret as;interpret for,Teachers help students interpret the exam results.,老师帮助学生解读考试结果。,explain;translate,,interpret：阐明意思。
2231,independence,B1,noun,/ˌɪndɪˈpendəns/,独立,gain independence;financial independence;Independence Day,The country gained independence in the twentieth century.,该国在二十世纪获得独立。,freedom;autonomy,dependence,in + dependence：不依赖。
2232,sugar,B1,noun,/ˈʃʊɡə(r)/,糖,add sugar;sugar content;brown sugar,Please add less sugar to my tea.,请少往我茶里放糖。,sweetener,,sugar：甜味晶体。
2233,inner,B1,adj.,/ˈɪnə(r)/,内部的；内心的,inner city;inner feelings;inner circle,She rarely shares her inner feelings with strangers.,她很少向陌生人透露内心感受。,internal;inward,outer,in → inner：更里面。
2234,harm,B1,noun; verb,/hɑːm/,伤害,cause harm;do no harm;harm the environment,Plastic waste can harm the environment.,塑料垃圾会损害环境。,damage;hurt,benefit,harm：造成损害。
2235,consult,B1,verb,/kənˈsʌlt/,咨询,consult a doctor;consult with;consult a dictionary,You should consult a doctor about that cough.,咳嗽了你应当去看医生咨询。,ask;seek advice,,consult：征求意见。
2236,pink,B1,adj.; noun,/pɪŋk/,粉红色,pink flower;wear pink;pale pink,She wore a bright pink jacket to the party.,她穿了鲜艳的粉色夹克去聚会。,rose-coloured,,pink：红白之间的颜色。
2237,shadow,B1,noun,/ˈʃædəʊ/,影子,cast a shadow;in the shadow;shadow of,The tree cast a long shadow across the path.,树在小路上投下长长的影子。,silhouette;shade,,shadow：挡光形成的暗影。
2238,strip,B1,noun; verb,/strɪp/,条；剥去,a strip of land;comic strip;strip of paper,Cut a thin strip of paper for the bookmark.,剪一条细纸条做书签。,band;remove,,strip：细长条，或脱掉。
2239,smooth,B1,adj.,/smuːð/,光滑的；顺利的,smooth surface;smooth transition;go smoothly,The table has a smooth wooden surface.,这张桌子有光滑的木表面。,even;sleek,rough,smooth：不粗糙。
2240,intervention,B1,noun,/ˌɪntəˈvenʃn/,干预,medical intervention;government intervention;early intervention,Early intervention can improve a child's reading skills.,早期干预可改善孩子的阅读能力。,involvement;mediation,non-intervention,intervene → intervention：介入其间。
2241,impress,B1,verb,/ɪmˈpres/,给……留下印象,impress someone;impress with;deeply impress,Her calm speech impressed the whole committee.,她沉着的发言给整个委员会留下深刻印象。,strike;amaze,,im + press：压进心里。
2242,exam,B1,noun,/ɪɡˈzæm/,考试,final exam;pass an exam;exam paper,She is studying hard for the final exam.,她正努力准备期末考试。,test;assessment,,exam = examination 的缩写。
2243,vice,B1,noun; pref.,/vaɪs/,恶习；副,vice president;bad vice;vice of,Smoking is a hard vice to give up.,吸烟是难戒的恶习。,bad habit;deputy,virtue,vice：邪恶习惯，或“副”。
2244,radical,B1,adj.,/ˈrædɪkl/,根本的；激进的,radical change;radical idea;radical reform,The company made a radical change in its strategy.,公司对战略做了根本性改变。,extreme;fundamental,moderate,radical：从根上改。
